29.1271 	EXP 	DogImage2: image = 'dog/2.jpg'
29.1271 	EXP 	DogImage: autoDraw = True
29.1271 	EXP 	DogImage2: autoDraw = True
29.1271 	EXP 	text: autoDraw = True
32.0520 	EXP 	New trial (rep=0, index=7): OrderedDict([('Cond1', 'dog/1.jpg'), ('Cond2', 'dog/2.jpg')])
32.1117 	EXP 	DogImage: autoDraw = False
32.1117 	EXP 	DogImage2: autoDraw = False
32.1117 	EXP 	text: autoDraw = False
32.1117 	EXP 	DogImage: image = 'dog/1.jpg'
32.1117 	EXP 	DogImage2: image = 'dog/2.jpg'
32.1117 	EXP 	DogImage: autoDraw = True
32.1117 	EXP 	DogImage2: autoDraw = True
32.1117 	EXP 	text: autoDraw = True
35.0569 	EXP 	New trial (rep=0, index=8): OrderedDict([('Cond1', 'dog/5.jpg'), ('Cond2', 'dog/6.jpg')])
35.1298 	EXP 	DogImage: autoDraw = False
35.1298 	EXP 	DogImage2: autoDraw = False
35.1298 	EXP 	text: autoDraw = False
35.1298 	EXP 	DogImage: image = 'dog/5.jpg'
35.1298 	EXP 	DogImage2: image = 'dog/6.jpg'
35.1298 	EXP 	DogImage: autoDraw = True
35.1298 	EXP 	DogImage2: autoDraw = True
35.1298 	EXP 	text: autoDraw = True
38.0813 	EXP 	DogImage: autoDraw = False
38.0813 	EXP 	DogImage2: autoDraw = False
38.0813 	EXP 	text: autoDraw = False
38.3684 	EXP 	window1: mouseVisible = True
