Cond1,Cond2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstructionText.started,InstructionText.stopped,DogImage.started,DogImage.stopped,DogImage2.started,DogImage2.stopped,key_resp.keys,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
dog/5.jpg,dog/6.jpg,0,0,0,2,8.54025536798872,None,11.655239101033658,None,11.655239101033658,None,None,11.655239101033658,None,1,001,2019_Nov_26_0857,Step2_Loopit,3.2.4,58.93117515326164,
dog/5.jpg,dog/4.jpg,0,1,1,8,,,14.604782701004297,None,14.604782701004297,None,None,14.604782701004297,None,1,001,2019_Nov_26_0857,Step2_Loopit,3.2.4,58.93117515326164,
dog/3.jpg,dog/2.jpg,0,2,2,5,,,17.606159840943292,None,17.606159840943292,None,None,17.606159840943292,None,1,001,2019_Nov_26_0857,Step2_Loopit,3.2.4,58.93117515326164,
dog/1.jpg,dog/6.jpg,0,3,3,4,,,20.595289898104966,None,20.595289898104966,None,None,20.595289898104966,None,1,001,2019_Nov_26_0857,Step2_Loopit,3.2.4,58.93117515326164,
dog/1.jpg,dog/2.jpg,0,4,4,0,,,23.592675040010363,None,23.592675040010363,None,None,23.592675040010363,None,1,001,2019_Nov_26_0857,Step2_Loopit,3.2.4,58.93117515326164,
dog/5.jpg,dog/2.jpg,0,5,5,7,,,26.60996748507023,None,26.60996748507023,None,None,26.60996748507023,None,1,001,2019_Nov_26_0857,Step2_Loopit,3.2.4,58.93117515326164,
dog/3.jpg,dog/4.jpg,0,6,6,1,,,29.595258929068223,None,29.595258929068223,None,None,29.595258929068223,None,1,001,2019_Nov_26_0857,Step2_Loopit,3.2.4,58.93117515326164,
dog/3.jpg,dog/6.jpg,0,7,7,6,,,32.597059088991955,None,32.597059088991955,None,None,32.597059088991955,None,1,001,2019_Nov_26_0857,Step2_Loopit,3.2.4,58.93117515326164,
dog/1.jpg,dog/4.jpg,0,8,8,3,,,35.597746409941465,None,35.597746409941465,None,None,35.597746409941465,None,1,001,2019_Nov_26_0857,Step2_Loopit,3.2.4,58.93117515326164,
