Cond1,Cond2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstructionText.started,InstructionText.stopped,DogImage.started,DogImage.stopped,DogImage2.started,DogImage2.stopped,key_resp.keys,key_resp.started,key_resp.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
dog/5.jpg,dog/6.jpg,0,0,0,2,9.1573029239662,None,12.285634642932564,None,12.285634642932564,None,None,12.285634642932564,None,12.285634642932564,None,1,001,2019_Nov_26_0904,Step2_Loopit,3.2.4,60.00947008345018,
