Cond1,Cond2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstructionText.started,InstructionText.stopped,DogImage.started,DogImage.stopped,DogImage2.started,DogImage2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
dog/3.jpg,dog/4.jpg,0,0,0,1,8.867911110864952,None,11.982599830022082,12.985937092918903,11.982599830022082,12.985937092918903,a,3.3602056088857353,11.982599830022082,None,1,001,2019_Nov_26_0853,Step2_Loopit,3.2.4,59.91575666075984,
dog/1.jpg,dog/2.jpg,0,1,1,0,,,15.421035652980208,16.421479342039675,15.421035652980208,16.421479342039675,a,2.1835200348868966,15.421035652980208,None,1,001,2019_Nov_26_0853,Step2_Loopit,3.2.4,59.91575666075984,
dog/5.jpg,dog/6.jpg,0,2,2,2,,,17.69590599485673,18.70427176193334,17.69590599485673,18.70427176193334,a,1.4896080349572003,17.69590599485673,None,1,001,2019_Nov_26_0853,Step2_Loopit,3.2.4,59.91575666075984,
dog/5.jpg,dog/6.jpg,1,0,3,2,,,19.26078646397218,None,19.26078646397218,None,a,0.7876305540557951,19.26078646397218,None,1,001,2019_Nov_26_0853,Step2_Loopit,3.2.4,59.91575666075984,
dog/3.jpg,dog/4.jpg,1,1,4,1,,,20.12296620500274,None,20.12296620500274,None,a,0.492417462868616,20.12296620500274,None,1,001,2019_Nov_26_0853,Step2_Loopit,3.2.4,59.91575666075984,
dog/1.jpg,dog/2.jpg,1,2,5,0,,,20.69210020196624,None,20.69210020196624,None,a,0.41131842811591923,20.69210020196624,None,1,001,2019_Nov_26_0853,Step2_Loopit,3.2.4,59.91575666075984,
dog/5.jpg,dog/6.jpg,2,0,6,2,,,21.19951341697015,None,21.19951341697015,None,a,0.342858315911144,21.19951341697015,None,1,001,2019_Nov_26_0853,Step2_Loopit,3.2.4,59.91575666075984,
dog/3.jpg,dog/4.jpg,2,1,7,1,,,21.60312124202028,None,21.60312124202028,None,a,0.6204532550182194,21.60312124202028,None,1,001,2019_Nov_26_0853,Step2_Loopit,3.2.4,59.91575666075984,
dog/1.jpg,dog/2.jpg,2,2,8,0,,,22.304096807027236,None,22.304096807027236,None,a,0.40444269706495106,22.304096807027236,None,1,001,2019_Nov_26_0853,Step2_Loopit,3.2.4,59.91575666075984,
